value,report_period_begin,region_name,report_period_end
192,2017-01-01,Волгоградская область,2017-07-01
169,2017-01-01,Сахалинская область,2017-07-01
184,2017-01-01,Республика Дагестан,2017-07-01
71,2018-01-01,Республика Ингушетия,2018-09-01
78,2018-01-01,Республика Марий Эл,2018-09-01
257,2018-01-01,Астраханская область,2018-10-01
494,2018-01-01,Алтайский край,2018-09-01
356,2018-01-01,Саратовская область,2018-09-01
518,2018-01-01,Удмуртская Республика,2018-09-01
4999,2018-01-01,г. Москва,2018-10-01
151,2018-01-01,Тульская область,2018-09-01
293,2017-01-01,Ленинградская область,2017-07-01
106,2017-01-01,Республика Саха (Якутия),2017-07-01
379,2018-01-01,Курганская область,2018-10-01
115,2018-01-01,Забайкальский край,2018-08-01
1207,2018-01-01,Республика Башкортостан,2018-09-01
180,2018-01-01,Архангельская область,2018-10-01
110,2018-01-01,Республика Саха (Якутия),2018-08-01
307,2018-01-01,Республика Крым,2018-09-01
1028,2018-01-01,Кемеровская область-Кузбасс,2018-09-01
88,2018-01-01,Новгородская  область,2018-09-01
365,2018-01-01,Хабаровский край,2018-10-01
282,2017-01-01,Саратовская область,2017-07-01
112,2018-01-01,Псковская область,2018-10-01
4369,2018-01-01,Сибирский ФО,2018-08-01
92,2018-01-01,Липецкая область,2018-09-01
41,2018-01-01,Республика Тыва,2018-09-01
420,2018-01-01,Воронежская область,2018-10-01
72,2018-01-01,Магаданская область,2018-10-01
109,2018-01-01,Амурская область,2018-09-01
292,2018-01-01,Томская область,2018-09-01
24,2018-01-01,Еврейская АО,2018-09-01
1132,2018-01-01,Северо-Кавказский ФО,2018-09-01
327,2018-01-01,Кировская область,2018-10-01
31,2017-01-01,Республика Бурятия,2017-07-01
63,2017-01-01,Чувашская Республика,2017-07-01
677,2018-01-01,Пермский край,2018-08-01
9,2018-01-01,Республика Адыгея,2018-09-01
753,2018-01-01,Пермский край,2018-09-01
67,2018-01-01,Чувашская Республика,2018-08-01
64,2018-01-01,г. Севастополь,2018-09-01
708,2018-01-01,Ставропольский край,2018-10-01
275,2018-01-01,Оренбургская область,2018-10-01
47,2017-01-01,г. Севастополь,2017-08-01
371,2018-01-01,Крымский ФО,2018-09-01
708,2018-01-01,Самарская область,2018-10-01
149,2018-01-01,Пензенская область,2018-10-01
4262,2018-01-01,Уральский ФО,2018-08-01
348,2018-01-01,Воронежская область,2018-09-01
765,2018-01-01,Республика Татарстан,2018-09-01
188,2018-01-01,Вологодская область,2018-10-01
333,2018-01-01,Хабаровский край,2018-09-01
15,2018-01-01,Республика Калмыкия,2018-09-01
123,2018-01-01,Республика Саха (Якутия),2018-09-01
1166,2018-01-01,Кемеровская область-Кузбасс,2018-10-01
876,2018-01-01,Красноярский край,2018-08-01
126,2018-01-01,Амурская область,2018-10-01
55,2018-01-01,Камчатский край,2018-08-01
443,2018-01-01,Ленинградская область,2018-09-01
63,2018-01-01,Камчатский край,2018-09-01
8352,2018-01-01,Центральный ФО,2018-09-01
193,2018-01-01,Ямало-Ненецкий АО,2018-10-01
902,2018-01-01,Приморский край,2018-10-01
876,2018-01-01,Омская область,2018-10-01
125,2018-01-01,Костромская область,2018-10-01
62,2018-01-01,Орловская область,2018-10-01
167,2018-01-01,Вологодская область,2018-09-01
190,2018-01-01,Рязанская область,2018-09-01
301,2018-01-01,Ярославская область,2018-09-01
309,2018-01-01,Волгоградская область,2018-10-01
53,2018-01-01,Чеченская Республика,2018-08-01
236,2018-01-01,Калужская область,2018-09-01
343,2018-01-01,Мурманская область,2018-09-01
28,2018-01-01,Республика Алтай,2018-09-01
71,2018-01-01,Чувашская Республика,2018-09-01
4469,2018-01-01,Северо-Западный ФО,2018-08-01
429,2018-01-01,Иркутская область,2018-08-01
3270,2018-01-01,г. Санкт-Петербург,2018-09-01
45,2018-01-01,Карачаево-Черкесская Респ.,2018-09-01
3144,2018-01-01,Южный ФО,2018-09-01
542,2018-01-01,Ханты-Мансийский АО,2018-10-01
104,2018-01-01,Липецкая область,2018-10-01
115,2018-01-01,Тамбовская область,2018-09-01
1703,2018-01-01,Дальневосточный ФО,2018-09-01
268,2018-01-01,Калужская область,2018-10-01
512,2018-01-01,Новосибирская область,2018-10-01
427,2018-01-01,Тюменская область,2018-09-01
272,2018-01-01,Волгоградская область,2018-09-01
1464,2018-01-01,Ростовская область,2018-09-01
6,2018-01-01,Чукотский АО,2018-09-01
489,2018-01-01,Иркутская область,2018-09-01
188,2018-01-01,Владимирская область,2018-10-01
92,2018-01-01,Республика Хакасия,2018-08-01
306,2018-01-01,Крымский ФО,2018-08-01
126,2018-01-01,Тверская область,2018-09-01
1177,2018-01-01,Московская область,2018-09-01
73,2018-01-01,Кабардино-Балкарская Респ.,2018-09-01
860,2018-01-01,Краснодарский край,2018-10-01
7489,2018-01-01,Центральный ФО,2018-08-01
164,2018-01-01,Ямало-Ненецкий АО,2018-09-01
810,2017-01-01,Северо-Кавказский ФО,2017-06-01
5678,2018-01-01,Приволжский ФО,2018-08-01
86,2018-01-01,Курская область,2018-09-01
638,2018-01-01,Ставропольский край,2018-09-01
185,2018-01-01,Смоленская область,2018-09-01
62,2018-01-01,Чеченская Республика,2018-09-01
4867,2018-01-01,Сибирский ФО,2018-09-01
140,2018-01-01,Тверская область,2018-10-01
120,2018-01-01,Новгородская  область,2018-10-01
54,2018-01-01,Орловская область,2018-09-01
151,2018-01-01,Архангельская область,2018-09-01
165,2018-01-01,Владимирская область,2018-09-01
102,2018-01-01,Псковская область,2018-09-01
970,2018-01-01,Красноярский край,2018-09-01
938,2019-01-01,Краснодарский край,2019-12-01
455,2019-01-01,Кировская область,2019-12-01
656,2019-01-01,Ленинградская область,2019-12-01
939,2020-01-01,Свердловская область,2020-05-01
6,2020-01-01,Владимирская область,2020-02-01
16,2020-01-01,Псковская область,2020-02-01
5,2020-01-01,Карачаево-Черкесская Респ.,2020-02-01
92,2018-01-01,Ямало-Ненецкий АО,2018-05-01
75,2018-01-01,Архангельская область,2018-05-01
59,2018-01-01,Костромская область,2018-05-01
30,2018-01-01,Карачаево-Черкесская Респ.,2018-05-01
31,2018-01-01,Республика Тыва,2018-05-01
4801,2020-01-01,Российская Федерация,2020-02-01
1978,2019-01-01,Московская область,2019-12-01
184,2019-01-01,Орловская область,2019-12-01
198,2019-01-01,Ульяновская область,2019-12-01
285,2019-01-01,Республика Коми,2019-12-01
95,2019-01-01,Республика Тыва,2019-12-01
1957,2019-01-01,Дальневосточный ФО,2019-11-01
3356,2019-01-01,Южный ФО,2019-11-01
21,2020-01-01,Белгородская область,2020-02-01
5,2020-01-01,Брянская область,2020-02-01
74,2020-01-01,Омская область,2020-02-01
8,2020-01-01,Орловская область,2020-02-01
28,2020-01-01,Пензенская область,2020-02-01
30,2020-01-01,Республика Коми,2020-02-01
15,2020-01-01,Республика Мордовия,2020-02-01
1,2020-01-01,Республика Сев. Осетия-Алания,2020-02-01
573,2018-01-01,Кемеровская область-Кузбасс,2018-05-01
202,2018-01-01,Саратовская область,2018-05-01
873,2018-01-01,Свердловская область,2018-05-01
72,2018-01-01,Республика Сев. Осетия-Алания,2018-05-01
381,2018-01-01,Республика Татарстан,2018-05-01
25,2020-01-01,Республика Саха (Якутия),2020-02-01
6,2020-01-01,Еврейская АО,2020-02-01
235,2019-01-01,Сахалинская область,2019-12-01
